Operação,Tipo,No. Invoice,Incoterm,ID País Origem,País Origem,ID País Destino,Local Destino,ID Operador Logístico,Doc. Embarque (AWB / BL),Peso (kg),Volume (cbm),Tipo de serviço,Data da Coleta,Data da Entrega,Prazo Realizado,Prazo Contratado,Status Entrega,Cód. Exceção
Exportação,Marítimo,981037,FOB,BR,Brazil,US,Los Angeles,4089,BL-630299,9270,48,STANDARD,"quinta-feira, 05 de janeiro de 2023","sábado, 21 de janeiro de 2023",3,3,No Prazo,
Exportação,Marítimo,980876,EXW,BR,Brazil,GB,Manchester,1148,BL-747847,9443,24,ECONOMY,"terça-feira, 11 de julho de 2023","quarta-feira, 26 de julho de 2023",2,4,No Prazo,E01
Exportação,Marítimo,981491,CIF,BR,Brazil,DE,Berlin,4089,BL-611552,511,2,STANDARD,"terça-feira, 05 de setembro de 2023","sábado, 30 de setembro de 2023",3,5,No Prazo,
Exportação,Aéreo,981361,DDP,BR,Brazil,US,New York,1146,AWB-678440,1377,3,STANDARD,"quarta-feira, 04 de janeiro de 2023","sábado, 14 de janeiro de 2023",3,4,No Prazo,
Exportação,Marítimo,980835,CIF,BR,Brazil,CN,Shenzhen,4089,BL-655134,788,2,STANDARD,"sábado, 07 de janeiro de 2023","terça-feira, 31 de janeiro de 2023",2,2,No Prazo,
Exportação,Marítimo,981367,EXW,BR,Brazil,NL,Utrecht,1147,BL-400614,3619,13,STANDARD,"domingo, 21 de maio de 2023","quarta-feira, 05 de julho de 2023",3,5,No Prazo,
Exportação,Marítimo,981652,EXW,BR,Brazil,GB,London,1146,BL-831758,1235,3,STANDARD,"sexta-feira, 15 de setembro de 2023","quinta-feira, 05 de outubro de 2023",3,4,No Prazo,
Exportação,Aéreo,981646,CIF,BR,Brazil,GB,Liverpool,1148,AWB-287974,90,1,ECONOMY,"quarta-feira, 09 de agosto de 2023","segunda-feira, 14 de agosto de 2023",3,3,No Prazo,
Exportação,Marítimo,981358,FOB,BR,Brazil,CL,Santiago,4089,BL-256130,32079,171,EXPRESS,"domingo, 19 de fevereiro de 2023","quarta-feira, 08 de março de 2023",2,2,No Prazo,
Exportação,Marítimo,981457,FOB,BR,Brazil,US,Los Angeles,1147,BL-652029,7069,37,STANDARD,"domingo, 09 de abril de 2023","sexta-feira, 28 de abril de 2023",1,2,No Prazo,
Exportação,Marítimo,981097,CIF,BR,Brazil,US,Miami,1147,BL-933551,7744,50,STANDARD,"sábado, 01 de julho de 2023","segunda-feira, 07 de agosto de 2023",3,5,No Prazo,E01
Exportação,Marítimo,981207,CIF,BR,Brazil,US,Houston,4089,BL-525750,8890,55,STANDARD,"sexta-feira, 10 de fevereiro de 2023","quarta-feira, 01 de março de 2023",3,3,No Prazo,
Exportação,Marítimo,981075,EXW,BR,Brazil,IT,Genoa,1147,BL-831105,810,2,STANDARD,"terça-feira, 17 de outubro de 2023","domingo, 12 de novembro de 2023",3,5,No Prazo,
Exportação,Marítimo,981527,FOB,BR,Brazil,JP,Osaka,1148,BL-968286,148,1,STANDARD,"sábado, 03 de junho de 2023","segunda-feira, 26 de junho de 2023",2,2,No Prazo,
Exportação,Aéreo,981706,FOB,BR,Brazil,AR,Buenos Aires,1148,AWB-781463,260,1,STANDARD,"sexta-feira, 01 de dezembro de 2023","terça-feira, 05 de dezembro de 2023",2,2,No Prazo,
Exportação,Aéreo,981244,FOB,BR,Brazil,AR,Buenos Aires,1146,AWB-497687,62,1,STANDARD,"sexta-feira, 17 de fevereiro de 2023","quarta-feira, 22 de fevereiro de 2023",1,1,No Prazo,
Exportação,Marítimo,981317,CIF,BR,Brazil,US,Houston,4089,BL-158840,766,3,STANDARD,"terça-feira, 10 de outubro de 2023","sexta-feira, 20 de outubro de 2023",1,2,No Prazo,
Exportação,Marítimo,981006,EXW,BR,Brazil,FR,Paris,1146,BL-186702,64689,268,STANDARD,"terça-feira, 26 de dezembro de 2023","sexta-feira, 12 de janeiro de 2024",3,3,No Prazo,E04
Exportação,Marítimo,981492,CIF,BR,Brazil,US,Houston,1148,BL-922478,11506,45,ECONOMY,"sexta-feira, 11 de agosto de 2023","domingo, 10 de setembro de 2023",3,3,No Prazo,
Exportação,Marítimo,981711,EXW,BR,Brazil,US,Miami,1146,BL-199994,1196,3,STANDARD,"terça-feira, 17 de outubro de 2023","segunda-feira, 20 de novembro de 2023",1,1,No Prazo,
Exportação,Marítimo,981069,CIF,BR,Brazil,DE,Berlin,1148,BL-321686,2776,10,STANDARD,"domingo, 22 de janeiro de 2023","sexta-feira, 24 de fevereiro de 2023",2,3,No Prazo,E05
Exportação,Marítimo,981321,CIF,BR,Brazil,US,Atlanta,4089,BL-384263,1237,3,STANDARD,"quarta-feira, 18 de outubro de 2023","quarta-feira, 01 de novembro de 2023",3,4,No Prazo,E04
Exportação,Aéreo,981536,FOB,BR,Brazil,US,New York,1147,AWB-393992,3953,15,ECONOMY,"quarta-feira, 08 de fevereiro de 2023","segunda-feira, 13 de fevereiro de 2023",2,3,No Prazo,
Exportação,Marítimo,981510,EXW,BR,Brazil,US,Chicago,1147,BL-134500,455,2,EXPRESS,"segunda-feira, 16 de outubro de 2023","sábado, 18 de novembro de 2023",2,4,No Prazo,E01
Exportação,Marítimo,980854,DDP,BR,Brazil,US,Los Angeles,1147,BL-317221,1435,7,STANDARD,"domingo, 11 de junho de 2023","quarta-feira, 05 de julho de 2023",1,2,No Prazo,E02
Exportação,Aéreo,981679,FOB,BR,Brazil,ES,Barcelona,1146,AWB-517643,6953,18,ECONOMY,"domingo, 31 de dezembro de 2023","quarta-feira, 03 de janeiro de 2024",2,2,No Prazo,
Exportação,Aéreo,981006,EXW,BR,Brazil,CN,Shanghai,1148,AWB-691353,85,1,STANDARD,"sábado, 03 de junho de 2023","quinta-feira, 08 de junho de 2023",1,1,No Prazo,
Exportação,Marítimo,981695,DDP,BR,Brazil,AR,Córdoba,4090,BL-990704,13473,78,STANDARD,"quarta-feira, 18 de outubro de 2023","quinta-feira, 16 de novembro de 2023",1,2,No Prazo,E04
Exportação,Aéreo,981760,CIF,BR,Brazil,US,Houston,1147,AWB-666820,60,1,STANDARD,"quarta-feira, 13 de dezembro de 2023","segunda-feira, 18 de dezembro de 2023",3,4,No Prazo,
Exportação,Aéreo,981616,CIF,BR,Brazil,CN,Guangzhou,1146,AWB-875679,1193,4,STANDARD,"domingo, 16 de julho de 2023","terça-feira, 18 de julho de 2023",1,3,No Prazo,
Exportação,Marítimo,981585,EXW,BR,Brazil,AR,Córdoba,1147,BL-182237,711,3,ECONOMY,"terça-feira, 19 de dezembro de 2023","sexta-feira, 12 de janeiro de 2024",3,4,No Prazo,
Exportação,Marítimo,980899,FOB,BR,Brazil,DE,Berlin,1148,BL-202430,9806,42,EXPRESS,"terça-feira, 27 de junho de 2023","domingo, 23 de julho de 2023",11,4,Atraso,
Exportação,Marítimo,981704,FOB,BR,Brazil,AR,Mendoza,1148,BL-179710,4738,23,STANDARD,"sábado, 29 de abril de 2023","segunda-feira, 22 de maio de 2023",3,4,No Prazo,E01
Exportação,Aéreo,981634,FOB,BR,Brazil,AR,Rosario,4089,AWB-743684,716,2,STANDARD,"segunda-feira, 06 de novembro de 2023","sábado, 11 de novembro de 2023",2,4,No Prazo,
Exportação,Marítimo,981840,EXW,BR,Brazil,CN,Tianjin,1147,BL-911131,2095,13,STANDARD,"domingo, 23 de julho de 2023","terça-feira, 15 de agosto de 2023",1,1,No Prazo,E05
Exportação,Marítimo,981498,CIF,BR,Brazil,NL,Amsterdam,1146,BL-386604,13831,37,STANDARD,"segunda-feira, 16 de janeiro de 2023","segunda-feira, 30 de janeiro de 2023",7,3,Atraso,E02
Exportação,Aéreo,981083,EXW,BR,Brazil,GB,Manchester,1146,AWB-473095,1020,6,STANDARD,"sábado, 09 de setembro de 2023","segunda-feira, 11 de setembro de 2023",3,3,No Prazo,
Exportação,Marítimo,981293,FOB,BR,Brazil,GB,Liverpool,1148,BL-294760,19913,86,STANDARD,"quarta-feira, 12 de julho de 2023","segunda-feira, 07 de agosto de 2023",1,2,No Prazo,
Exportação,Marítimo,981528,CIF,BR,Brazil,US,Atlanta,1146,BL-498535,2026,5,STANDARD,"sexta-feira, 27 de outubro de 2023","terça-feira, 28 de novembro de 2023",1,2,No Prazo,
Exportação,Aéreo,981155,EXW,BR,Brazil,BE,Antwerp,1146,AWB-936821,737,2,STANDARD,"segunda-feira, 13 de novembro de 2023","sábado, 18 de novembro de 2023",3,5,No Prazo,
Exportação,Aéreo,980938,DDP,BR,Brazil,US,Los Angeles,1147,AWB-380989,101,1,STANDARD,"terça-feira, 07 de fevereiro de 2023","quinta-feira, 09 de fevereiro de 2023",3,4,No Prazo,
Exportação,Aéreo,981583,FOB,BR,Brazil,CN,Beijing,1148,AWB-921968,342,1,STANDARD,"sexta-feira, 14 de julho de 2023","sábado, 15 de julho de 2023",2,4,No Prazo,
Exportação,Aéreo,981180,DDP,BR,Brazil,CN,Beijing,1146,AWB-478221,489,2,ECONOMY,"quarta-feira, 19 de julho de 2023","sábado, 22 de julho de 2023",2,3,No Prazo,
Exportação,Marítimo,980862,CIF,BR,Brazil,US,New York,4090,BL-423241,37268,186,STANDARD,"quinta-feira, 16 de fevereiro de 2023","segunda-feira, 06 de março de 2023",1,3,No Prazo,
Exportação,Marítimo,981637,FOB,BR,Brazil,US,Houston,1146,BL-382870,939,2,EXPRESS,"terça-feira, 04 de julho de 2023","sexta-feira, 28 de julho de 2023",1,1,No Prazo,
Exportação,Marítimo,980948,FOB,BR,Brazil,MX,Mexico City,4089,BL-296494,12,1,ECONOMY,"quinta-feira, 09 de março de 2023","segunda-feira, 27 de março de 2023",1,2,No Prazo,
Exportação,Marítimo,981430,CIF,BR,Brazil,FR,Le Havre,1147,BL-681687,480,1,STANDARD,"sexta-feira, 18 de agosto de 2023","segunda-feira, 28 de agosto de 2023",2,2,No Prazo,
Exportação,Aéreo,980887,CIF,BR,Brazil,AR,Mendoza,1146,AWB-193972,133,1,STANDARD,"quarta-feira, 22 de fevereiro de 2023","quinta-feira, 02 de março de 2023",3,5,No Prazo,
Exportação,Aéreo,980957,EXW,BR,Brazil,MX,Guadalajara,1148,AWB-725920,341,2,STANDARD,"quarta-feira, 11 de outubro de 2023","sexta-feira, 13 de outubro de 2023",1,2,No Prazo,
Exportação,Marítimo,981747,DDP,BR,Brazil,GB,Liverpool,1147,BL-503951,2268,10,EXPRESS,"sexta-feira, 16 de junho de 2023","sexta-feira, 30 de junho de 2023",2,2,No Prazo,
Exportação,Marítimo,981287,EXW,BR,Brazil,DE,Hamburg,1147,BL-506637,3162,8,STANDARD,"terça-feira, 30 de maio de 2023","quinta-feira, 29 de junho de 2023",11,4,Atraso,
Exportação,Aéreo,981791,CIF,BR,Brazil,US,New York,1147,AWB-354533,7434,23,STANDARD,"sábado, 14 de outubro de 2023","quarta-feira, 18 de outubro de 2023",2,2,No Prazo,
Exportação,Marítimo,981039,FOB,BR,Brazil,CN,Tianjin,1147,BL-818605,753,2,STANDARD,"domingo, 24 de setembro de 2023","terça-feira, 17 de outubro de 2023",6,3,Atraso,
Exportação,Marítimo,981009,FOB,BR,Brazil,AR,Mendoza,1148,BL-381981,2920,8,ECONOMY,"terça-feira, 28 de março de 2023","terça-feira, 18 de abril de 2023",2,3,No Prazo,
Exportação,Marítimo,981372,CIF,BR,Brazil,IT,Naples,4090,BL-253023,825,3,EXPRESS,"quinta-feira, 18 de maio de 2023","quarta-feira, 07 de junho de 2023",10,3,Atraso,
Exportação,Marítimo,981314,EXW,BR,Brazil,GB,London,1146,BL-389366,944,3,STANDARD,"segunda-feira, 27 de março de 2023","sábado, 29 de abril de 2023",3,3,No Prazo,E03
Exportação,Aéreo,981365,EXW,BR,Brazil,US,Houston,1147,AWB-920685,353,1,STANDARD,"sábado, 03 de junho de 2023","domingo, 11 de junho de 2023",1,1,No Prazo,
Exportação,Aéreo,981128,CIF,BR,Brazil,CA,Toronto,1147,AWB-358568,1626,4,STANDARD,"terça-feira, 04 de julho de 2023","quarta-feira, 05 de julho de 2023",9,5,Atraso,
Exportação,Marítimo,981503,DDP,BR,Brazil,CN,Shenzhen,1147,BL-305047,1067,7,STANDARD,"quarta-feira, 01 de novembro de 2023","segunda-feira, 27 de novembro de 2023",3,5,No Prazo,
Exportação,Marítimo,981011,FOB,BR,Brazil,BE,Brussels,1146,BL-419457,103448,502,STANDARD,"sexta-feira, 24 de fevereiro de 2023","segunda-feira, 06 de março de 2023",3,3,No Prazo,
Exportação,Aéreo,981214,EXW,BR,Brazil,CN,Shanghai,4090,AWB-982495,286,1,STANDARD,"sábado, 22 de julho de 2023","segunda-feira, 24 de julho de 2023",1,2,No Prazo,
Exportação,Aéreo,981698,CIF,BR,Brazil,US,Chicago,1147,AWB-445549,149,1,STANDARD,"sexta-feira, 14 de julho de 2023","sábado, 15 de julho de 2023",2,3,No Prazo,E01
Exportação,Marítimo,981316,FOB,BR,Brazil,NL,Amsterdam,4090,BL-955088,178103,604,EXPRESS,"quarta-feira, 21 de junho de 2023","sábado, 01 de julho de 2023",9,5,Atraso,
Exportação,Marítimo,981184,EXW,BR,Brazil,CN,Tianjin,1146,BL-436241,3176,8,STANDARD,"sábado, 11 de março de 2023","quarta-feira, 12 de abril de 2023",3,5,No Prazo,
Exportação,Marítimo,981083,CIF,BR,Brazil,CN,Tianjin,4089,BL-602278,1369,4,STANDARD,"sexta-feira, 22 de dezembro de 2023","segunda-feira, 22 de janeiro de 2024",3,5,No Prazo,
Exportação,Marítimo,981866,EXW,BR,Brazil,US,Miami,1146,BL-517584,35232,148,STANDARD,"sábado, 01 de abril de 2023","quarta-feira, 19 de abril de 2023",8,5,Atraso,
Exportação,Aéreo,981632,FOB,BR,Brazil,CN,Guangzhou,1147,AWB-828716,475,1,STANDARD,"terça-feira, 30 de maio de 2023","segunda-feira, 05 de junho de 2023",3,3,No Prazo,
Exportação,Marítimo,981681,CIF,BR,Brazil,DE,Munich,1146,BL-354200,23582,66,STANDARD,"domingo, 22 de outubro de 2023","segunda-feira, 06 de novembro de 2023",2,4,No Prazo,
Exportação,Aéreo,981169,CIF,BR,Brazil,IT,Naples,4089,AWB-956156,1456,8,STANDARD,"quarta-feira, 12 de julho de 2023","terça-feira, 18 de julho de 2023",9,5,Atraso,
Exportação,Aéreo,980999,FOB,BR,Brazil,CN,Shenzhen,1147,AWB-691240,281,1,STANDARD,"quinta-feira, 06 de julho de 2023","quarta-feira, 12 de julho de 2023",7,3,Atraso,E01
Exportação,Marítimo,981442,CIF,BR,Brazil,DE,Bremen,1148,BL-288667,2162,9,STANDARD,"terça-feira, 31 de outubro de 2023","quarta-feira, 01 de novembro de 2023",2,3,No Prazo,
Exportação,Aéreo,980912,FOB,BR,Brazil,US,Atlanta,1146,AWB-862538,1193,3,STANDARD,"segunda-feira, 09 de outubro de 2023","terça-feira, 10 de outubro de 2023",10,4,Atraso,
Exportação,Aéreo,981100,FOB,BR,Brazil,US,Houston,1147,AWB-559753,634,1,STANDARD,"sexta-feira, 29 de dezembro de 2023","sábado, 06 de janeiro de 2024",1,3,No Prazo,
Exportação,Marítimo,980957,EXW,BR,Brazil,DE,Frankfurt,4089,BL-958747,5117,18,STANDARD,"quinta-feira, 21 de dezembro de 2023","sexta-feira, 12 de janeiro de 2024",1,3,No Prazo,
Exportação,Marítimo,981399,EXW,BR,Brazil,CN,Shenzhen,1146,BL-245939,15050,81,STANDARD,"segunda-feira, 11 de dezembro de 2023","sábado, 06 de janeiro de 2024",9,5,Atraso,
Exportação,Marítimo,981147,CIF,BR,Brazil,JP,Yokohama,1148,BL-790658,3995,19,STANDARD,"quinta-feira, 04 de maio de 2023","quinta-feira, 08 de junho de 2023",2,2,No Prazo,
Exportação,Marítimo,981698,EXW,BR,Brazil,IT,Rome,1147,BL-495303,802,4,STANDARD,"sábado, 05 de agosto de 2023","terça-feira, 05 de setembro de 2023",1,1,No Prazo,
Exportação,Marítimo,981503,EXW,BR,Brazil,CN,Shanghai,1147,BL-602514,2671,10,STANDARD,"sexta-feira, 18 de agosto de 2023","quarta-feira, 13 de setembro de 2023",10,5,Atraso,
Exportação,Marítimo,981439,EXW,BR,Brazil,DE,Berlin,4089,BL-631221,4224,11,ECONOMY,"terça-feira, 25 de julho de 2023","sábado, 19 de agosto de 2023",3,3,No Prazo,
Exportação,Marítimo,980930,EXW,BR,Brazil,CN,Shenzhen,4090,BL-929130,274,1,STANDARD,"sexta-feira, 06 de outubro de 2023","sábado, 14 de outubro de 2023",3,5,No Prazo,
Exportação,Aéreo,981810,FOB,BR,Brazil,US,Miami,4089,AWB-951755,869,3,STANDARD,"terça-feira, 26 de dezembro de 2023","segunda-feira, 01 de janeiro de 2024",2,3,No Prazo,E05
Exportação,Aéreo,981548,FOB,BR,Brazil,US,Chicago,1146,AWB-189110,1217,6,STANDARD,"quarta-feira, 01 de novembro de 2023","domingo, 05 de novembro de 2023",3,3,No Prazo,
Exportação,Aéreo,981569,CIF,BR,Brazil,AR,Buenos Aires,1146,AWB-796982,194,1,STANDARD,"segunda-feira, 08 de maio de 2023","quinta-feira, 18 de maio de 2023",5,4,Atraso,
Exportação,Marítimo,981559,DDP,BR,Brazil,CN,Guangzhou,1146,BL-742439,343,1,STANDARD,"segunda-feira, 27 de março de 2023","terça-feira, 11 de abril de 2023",3,3,No Prazo,
Exportação,Marítimo,981558,DDP,BR,Brazil,CN,Shanghai,1147,BL-810380,3672,14,ECONOMY,"segunda-feira, 16 de outubro de 2023","segunda-feira, 20 de novembro de 2023",10,6,Atraso,
Exportação,Aéreo,981887,CIF,BR,Brazil,AR,Mendoza,1146,AWB-934908,183,1,STANDARD,"segunda-feira, 19 de junho de 2023","terça-feira, 20 de junho de 2023",2,3,No Prazo,
Exportação,Marítimo,980910,CIF,BR,Brazil,CN,Shenzhen,1148,BL-203396,3260,9,STANDARD,"sexta-feira, 24 de fevereiro de 2023","quarta-feira, 22 de março de 2023",3,3,No Prazo,E02
Exportação,Aéreo,981423,FOB,BR,Brazil,CN,Guangzhou,1148,AWB-883132,482,1,EXPRESS,"segunda-feira, 24 de abril de 2023","sábado, 29 de abril de 2023",3,5,No Prazo,
Exportação,Aéreo,981285,CIF,BR,Brazil,AR,Córdoba,1147,AWB-510133,937,2,EXPRESS,"quinta-feira, 17 de agosto de 2023","quarta-feira, 23 de agosto de 2023",1,1,No Prazo,
Exportação,Aéreo,981505,FOB,BR,Brazil,CN,Shenzhen,1147,AWB-823975,365,1,EXPRESS,"quinta-feira, 14 de dezembro de 2023","sexta-feira, 15 de dezembro de 2023",1,3,No Prazo,
Exportação,Aéreo,981257,EXW,BR,Brazil,MX,Monterrey,1147,AWB-125755,3666,16,STANDARD,"domingo, 19 de março de 2023","quinta-feira, 23 de março de 2023",2,2,No Prazo,
Exportação,Aéreo,981207,FOB,BR,Brazil,KR,Busan,1146,AWB-536181,445,1,EXPRESS,"quinta-feira, 23 de fevereiro de 2023","segunda-feira, 27 de fevereiro de 2023",3,5,No Prazo,
Exportação,Aéreo,981757,FOB,BR,Brazil,US,New York,1147,AWB-865618,797,3,ECONOMY,"quarta-feira, 01 de março de 2023","domingo, 05 de março de 2023",1,3,No Prazo,
Exportação,Marítimo,981226,CIF,BR,Brazil,CN,Beijing,1146,BL-459731,651,2,STANDARD,"quarta-feira, 28 de junho de 2023","quinta-feira, 27 de julho de 2023",7,3,Atraso,
Exportação,Marítimo,981441,CIF,BR,Brazil,DE,Munich,1146,BL-606384,3575,13,STANDARD,"domingo, 16 de abril de 2023","domingo, 07 de maio de 2023",1,2,No Prazo,E02
Exportação,Marítimo,981008,CIF,BR,Brazil,JP,Yokohama,1146,BL-559450,281,1,STANDARD,"sexta-feira, 01 de setembro de 2023","terça-feira, 26 de setembro de 2023",6,4,Atraso,
Exportação,Aéreo,981373,EXW,BR,Brazil,US,Atlanta,1147,AWB-434400,528,2,STANDARD,"sábado, 23 de dezembro de 2023","quarta-feira, 27 de dezembro de 2023",1,1,No Prazo,E01
Exportação,Marítimo,980956,CIF,BR,Brazil,DE,Hamburg,1148,BL-949541,28493,142,EXPRESS,"sábado, 03 de junho de 2023","sexta-feira, 23 de junho de 2023",2,3,No Prazo,
Exportação,Marítimo,980935,FOB,BR,Brazil,US,Atlanta,1148,BL-990429,243,1,EXPRESS,"terça-feira, 28 de fevereiro de 2023","quinta-feira, 16 de março de 2023",2,3,No Prazo,
Exportação,Marítimo,981024,FOB,BR,Brazil,ES,Valencia,1148,BL-810032,4846,15,STANDARD,"terça-feira, 28 de novembro de 2023","quinta-feira, 14 de dezembro de 2023",2,4,No Prazo,
Exportação,Marítimo,981442,CIF,BR,Brazil,DE,Bremen,1148,BL-282927,2646,13,STANDARD,"sexta-feira, 05 de maio de 2023","quinta-feira, 25 de maio de 2023",2,4,No Prazo,E04
Exportação,Marítimo,981488,FOB,BR,Brazil,JP,Osaka,1146,BL-547080,5271,26,STANDARD,"segunda-feira, 19 de junho de 2023","domingo, 16 de julho de 2023",2,3,No Prazo,
Exportação,Marítimo,981732,FOB,BR,Brazil,US,Houston,4089,BL-524723,2833,17,EXPRESS,"sábado, 29 de abril de 2023","domingo, 04 de junho de 2023",3,4,No Prazo,
Exportação,Marítimo,981107,CIF,BR,Brazil,US,Atlanta,1148,BL-771590,11875,30,EXPRESS,"quarta-feira, 05 de abril de 2023","terça-feira, 09 de maio de 2023",3,4,No Prazo,
Exportação,Aéreo,981323,CIF,BR,Brazil,US,Atlanta,1148,AWB-130610,965,3,STANDARD,"quinta-feira, 10 de agosto de 2023","domingo, 20 de agosto de 2023",1,1,No Prazo,
Exportação,Aéreo,981525,EXW,BR,Brazil,FR,Marseille,1146,AWB-550418,386,1,EXPRESS,"sábado, 19 de agosto de 2023","domingo, 27 de agosto de 2023",9,5,Atraso,
Exportação,Marítimo,981641,FOB,BR,Brazil,US,Houston,4089,BL-325230,98,1,STANDARD,"terça-feira, 03 de janeiro de 2023","sexta-feira, 10 de fevereiro de 2023",3,5,No Prazo,E05
Exportação,Marítimo,981691,FOB,BR,Brazil,FR,Marseille,1146,BL-837945,187,1,STANDARD,"terça-feira, 23 de maio de 2023","terça-feira, 27 de junho de 2023",5,3,Atraso,
Exportação,Marítimo,981026,FOB,BR,Brazil,CN,Shanghai,1148,BL-938338,27704,103,STANDARD,"segunda-feira, 23 de outubro de 2023","domingo, 05 de novembro de 2023",1,1,No Prazo,E01
Exportação,Aéreo,981297,EXW,BR,Brazil,CN,Tianjin,4089,AWB-441819,535,3,STANDARD,"quinta-feira, 06 de abril de 2023","domingo, 09 de abril de 2023",2,4,No Prazo,
Exportação,Marítimo,981040,FOB,BR,Brazil,CN,Beijing,1146,BL-375097,141,1,STANDARD,"quarta-feira, 23 de agosto de 2023","sábado, 30 de setembro de 2023",7,3,Atraso,
Exportação,Aéreo,981914,FOB,BR,Brazil,IT,Genoa,1148,AWB-770153,1979,8,STANDARD,"quinta-feira, 28 de setembro de 2023","sexta-feira, 06 de outubro de 2023",2,4,No Prazo,E03
Exportação,Aéreo,981323,EXW,BR,Brazil,US,Miami,4090,AWB-741003,1167,6,STANDARD,"quinta-feira, 02 de novembro de 2023","domingo, 05 de novembro de 2023",3,5,No Prazo,E06
Exportação,Marítimo,981043,CIF,BR,Brazil,NL,Amsterdam,1147,BL-464825,1436,3,STANDARD,"sábado, 28 de outubro de 2023","sábado, 04 de novembro de 2023",2,3,No Prazo,
Exportação,Marítimo,981560,FOB,BR,Brazil,US,Miami,1148,BL-280908,23687,61,EXPRESS,"quarta-feira, 23 de agosto de 2023","quinta-feira, 14 de setembro de 2023",2,3,No Prazo,
Exportação,Marítimo,981533,FOB,BR,Brazil,AR,Rosario,1148,BL-188868,415,1,STANDARD,"sábado, 11 de novembro de 2023","quinta-feira, 07 de dezembro de 2023",9,4,Atraso,
Exportação,Marítimo,981250,CIF,BR,Brazil,US,Atlanta,1147,BL-223586,2140,7,STANDARD,"sexta-feira, 10 de março de 2023","terça-feira, 11 de abril de 2023",1,1,No Prazo,E01
Exportação,Marítimo,981050,FOB,BR,Brazil,US,Los Angeles,4090,BL-291936,71,1,EXPRESS,"terça-feira, 06 de junho de 2023","domingo, 02 de julho de 2023",2,2,No Prazo,E02
Exportação,Marítimo,981076,FOB,BR,Brazil,GB,Manchester,1147,BL-635638,7781,29,STANDARD,"sexta-feira, 22 de dezembro de 2023","segunda-feira, 15 de janeiro de 2024",8,4,Atraso,
Exportação,Aéreo,981543,FOB,BR,Brazil,FR,Le Havre,1146,AWB-244564,1088,2,ECONOMY,"quinta-feira, 03 de agosto de 2023","quarta-feira, 09 de agosto de 2023",2,3,No Prazo,
Exportação,Marítimo,981124,CIF,BR,Brazil,IT,Genoa,1147,BL-610310,538,3,STANDARD,"sábado, 05 de agosto de 2023","domingo, 10 de setembro de 2023",1,2,No Prazo,E03
Exportação,Marítimo,981645,EXW,BR,Brazil,US,Atlanta,1146,BL-776604,160,1,EXPRESS,"terça-feira, 03 de outubro de 2023","domingo, 05 de novembro de 2023",5,3,Atraso,E01
Exportação,Marítimo,981106,FOB,BR,Brazil,US,Los Angeles,4089,BL-613426,1135,4,ECONOMY,"quinta-feira, 12 de outubro de 2023","sábado, 04 de novembro de 2023",3,3,No Prazo,
Exportação,Aéreo,981128,CIF,BR,Brazil,CN,Guangzhou,1146,AWB-429861,310,1,STANDARD,"segunda-feira, 13 de março de 2023","quinta-feira, 16 de março de 2023",3,3,No Prazo,
Exportação,Marítimo,980992,FOB,BR,Brazil,CN,Shenzhen,1148,BL-476479,9825,29,STANDARD,"terça-feira, 14 de novembro de 2023","quinta-feira, 14 de dezembro de 2023",1,2,No Prazo,E01
Exportação,Marítimo,981078,EXW,BR,Brazil,CN,Shanghai,1147,BL-304607,1138,3,STANDARD,"quarta-feira, 06 de setembro de 2023","quinta-feira, 05 de outubro de 2023",10,3,Atraso,
Exportação,Aéreo,981457,CIF,BR,Brazil,IT,Genoa,1148,AWB-784793,59,1,EXPRESS,"domingo, 15 de outubro de 2023","segunda-feira, 23 de outubro de 2023",1,1,No Prazo,
Exportação,Marítimo,981642,EXW,BR,Brazil,US,Houston,1148,BL-615611,11094,42,STANDARD,"sábado, 29 de julho de 2023","domingo, 20 de agosto de 2023",2,2,No Prazo,
Exportação,Marítimo,981802,DDP,BR,Brazil,CN,Shenzhen,1147,BL-565412,5186,13,STANDARD,"sábado, 30 de dezembro de 2023","sexta-feira, 26 de janeiro de 2024",2,3,No Prazo,
Exportação,Marítimo,981027,EXW,BR,Brazil,IT,Genoa,1146,BL-692862,1322,5,STANDARD,"segunda-feira, 27 de março de 2023","sexta-feira, 21 de abril de 2023",2,4,No Prazo,
Exportação,Marítimo,981243,CIF,BR,Brazil,CL,Santiago,1146,BL-134283,957,2,STANDARD,"domingo, 23 de abril de 2023","quinta-feira, 25 de maio de 2023",2,3,No Prazo,
Exportação,Marítimo,981495,FOB,BR,Brazil,US,Miami,1147,BL-402692,111,1,STANDARD,"quarta-feira, 26 de abril de 2023","sexta-feira, 26 de maio de 2023",1,3,No Prazo,
Exportação,Aéreo,981525,FOB,BR,Brazil,US,Los Angeles,1148,AWB-878586,143,1,STANDARD,"quarta-feira, 23 de agosto de 2023","quinta-feira, 24 de agosto de 2023",2,3,No Prazo,
Exportação,Aéreo,981470,CIF,BR,Brazil,DE,Munich,1146,AWB-218710,270,1,STANDARD,"segunda-feira, 09 de outubro de 2023","domingo, 15 de outubro de 2023",2,4,No Prazo,
Exportação,Marítimo,981741,FOB,BR,Brazil,FR,Paris,4089,BL-669488,1192,3,STANDARD,"quinta-feira, 18 de maio de 2023","quarta-feira, 07 de junho de 2023",2,2,No Prazo,
